StateFIPS,State Name,CountyFIPS,County Name,Socioeconomic Resilience,Food Resilience,Healthcare Resilience,Community Resilience Index (CRI)
13,Georgia,103,"Effingham County, Georgia",0.7636449329298545,1.0,0.8126630815271659,0.8587693381523401
13,Georgia,105,"Elbert County, Georgia",0.4380314285530003,0.6,0.7989509395850711,0.6123274560460238
13,Georgia,107,"Emanuel County, Georgia",0.4935134325448135,0.3333333333333333,0.781995705815949,0.5362808238980319
13,Georgia,109,"Evans County, Georgia",0.421885462152649,1.0,0.641546081382927,0.6878105145118587
13,Georgia,111,"Fannin County, Georgia",0.7183786006321022,1.0,0.653668946674348,0.7906825157688168
13,Georgia,113,"Fayette County, Georgia",0.7481915308530104,1.0,0.7439945929344656,0.8307287079291585
13,Georgia,115,"Floyd County, Georgia",0.5032351145504308,0.65,0.7320134725989409,0.6284161957164572
13,Georgia,117,"Forsyth County, Georgia",0.7815527930371059,0.9777777777777776,0.668991100125714,0.8094405569801991
13,Georgia,119,"Franklin County, Georgia",0.5631598966618727,1.0,0.5834397567961529,0.7155332178193419
13,Georgia,121,"Fulton County, Georgia",0.6663818292989698,0.7821782178217822,0.7832506278366135,0.7439368916524551
13,Georgia,123,"Gilmer County, Georgia",0.6132009650234038,0.8,0.5146659345804565,0.6426222998679534
13,Georgia,125,"Glascock County, Georgia",0.6317795041233947,0.0,0.9881268888492154,0.5399687976575367
13,Georgia,127,"Glynn County, Georgia",0.6328784504723652,0.6666666666666667,0.7308571773559633,0.6768007648316651
13,Georgia,129,"Gordon County, Georgia",0.5167200370144043,0.6666666666666667,0.6301916656735929,0.6045261231182213
13,Georgia,131,"Grady County, Georgia",0.4333180900658281,1.0,0.3091552925196947,0.5808244608618409
13,Georgia,133,"Greene County, Georgia",0.5641206667277301,0.8571428571428572,0.5683683547406376,0.6632106262037416
13,Georgia,135,"Gwinnett County, Georgia",0.6233487257879753,0.8407079646017699,0.4852623519503731,0.6497730141133726
13,Georgia,137,"Habersham County, Georgia",0.557532256559067,0.875,0.5665959342243118,0.6663760635944596
13,Georgia,139,"Hall County, Georgia",0.5082916844737737,0.8888888888888888,0.5373862427480007,0.644855605370221
13,Georgia,141,"Hancock County, Georgia",0.1279966886742291,0.5,0.9499415750676508,0.5259794212472932
13,Georgia,143,"Haralson County, Georgia",0.6258477823784574,0.8,0.8441736392208248,0.7566738071997607
13,Georgia,145,"Harris County, Georgia",0.8502869765102913,1.0,0.9422433891461958,0.930843455218829
13,Georgia,147,"Hart County, Georgia",0.5645001591992165,1.0,0.6613063410665192,0.7419355000885786
13,Georgia,149,"Heard County, Georgia",0.5627780325673666,1.0,0.7423363855437244,0.768371472703697
13,Georgia,151,"Henry County, Georgia",0.7251317205024477,0.88,0.6489371901103709,0.7513563035376062
13,Georgia,153,"Houston County, Georgia",0.7353643845593543,0.7391304347826086,0.6774822425653919,0.7173256873024516
13,Georgia,155,"Irwin County, Georgia",0.5095199366222047,1.0,0.5502753421245914,0.686598426248932
13,Georgia,157,"Jackson County, Georgia",0.6875592114050137,1.0,0.7007164290679418,0.7960918801576519
13,Georgia,159,"Jasper County, Georgia",0.5707467839922604,1.0,0.6440969777246597,0.73828125390564
13,Georgia,161,"Jeff Davis County, Georgia",0.554893023060719,0.3333333333333333,0.3241004920637733,0.4041089494859419
13,Georgia,163,"Jefferson County, Georgia",0.4933382774930842,1.0,0.5528539633348521,0.6820640802759788
13,Georgia,165,"Jenkins County, Georgia",0.2639929319181445,1.0,0.8340540920266948,0.699349007981613
13,Georgia,167,"Johnson County, Georgia",0.4617129355537455,0.6666666666666667,0.7367515881236394,0.6217103967813505
13,Georgia,169,"Jones County, Georgia",0.5379246329724805,0.8333333333333334,0.9476363234328664,0.7729647632462268
13,Georgia,171,"Lamar County, Georgia",0.6503406906534124,0.6666666666666667,0.7655080058748434,0.6941717877316408
13,Georgia,173,"Lanier County, Georgia",0.3402602337429777,1.0,0.4753798383040813,0.6052133573490197
13,Georgia,175,"Laurens County, Georgia",0.4479809831306981,0.6153846153846154,0.7099488681221808,0.5911048222124982
13,Georgia,177,"Lee County, Georgia",0.7575884662842332,1.0,0.8484875348099096,0.8686920003647143
13,Georgia,179,"Liberty County, Georgia",0.6266603275554825,0.6428571428571428,0.6733721411587016,0.6476298705237756
13,Georgia,181,"Lincoln County, Georgia",0.561530183159308,1.0,0.8430243249670398,0.8015181693754492
13,Georgia,183,"Long County, Georgia",0.5795286159693132,1.0,0.678027013205682,0.7525185430583317
13,Georgia,185,"Lowndes County, Georgia",0.5129896666999796,0.76,0.6454860774207333,0.6394919147069043
13,Georgia,187,"Lumpkin County, Georgia",0.6103941239259014,1.0,0.8030884957264459,0.8044942065507823
13,Georgia,189,"McDuffie County, Georgia",0.5713426076087846,1.0,0.6607442427777739,0.7440289501288528
13,Georgia,191,"McIntosh County, Georgia",0.5224264478220395,0.6666666666666667,0.7511507462229169,0.6467479535705409
13,Georgia,193,"Macon County, Georgia",0.3200329580846919,1.0,0.7268706284797688,0.6823011955214868
13,Georgia,195,"Madison County, Georgia",0.4128873856272469,0.8333333333333334,0.7945479181428121,0.6802562123677974
13,Georgia,197,"Marion County, Georgia",0.5859242366196957,1.0,0.8130849617692782,0.7996697327963247
13,Georgia,199,"Meriwether County, Georgia",0.504184257189507,0.75,0.5677861102778611,0.607323455822456
13,Georgia,201,"Miller County, Georgia",0.588506086649621,1.0,0.6540428064617418,0.7475162977037876
13,Georgia,205,"Mitchell County, Georgia",0.3978061447476437,0.8,0.5775862666897867,0.5917974704791434
13,Georgia,207,"Monroe County, Georgia",0.6259410847685303,1.0,0.8258844425484088,0.8172751757723129
13,Georgia,209,"Montgomery County, Georgia",0.5625659679277843,0.6666666666666667,0.627561147074543,0.6189312605563313
13,Georgia,211,"Morgan County, Georgia",0.7892506732993868,1.0,0.6083301545630313,0.7991936092874726
13,Georgia,213,"Murray County, Georgia",0.5072845966207589,1.0,0.719967327880447,0.7424173081670686
13,Georgia,215,"Muscogee County, Georgia",0.5416373775291121,0.7924528301886793,0.809525004198344,0.714538403972045
13,Georgia,217,"Newton County, Georgia",0.5516221456447019,0.3846153846153846,0.5788742918048816,0.505037274021656
13,Georgia,219,"Oconee County, Georgia",0.8957882944257728,1.0,0.8076106930946014,0.9011329958401246
13,Georgia,221,"Oglethorpe County, Georgia",0.5866283571725699,1.0,0.8468770947437897,0.8111684839721198
13,Georgia,223,"Paulding County, Georgia",0.7735789885354587,0.9473684210526316,0.7252590823412339,0.8154021639764414
13,Georgia,225,"Peach County, Georgia",0.545782001386965,1.0,0.7784306275141532,0.7747375429670393
13,Georgia,227,"Pickens County, Georgia",0.6688264059103186,1.0,0.8059560504911715,0.8249274854671633
13,Georgia,229,"Pierce County, Georgia",0.6979056545733435,0.75,0.7022985797269652,0.7167347447667696
13,Georgia,231,"Pike County, Georgia",0.7320397946456014,1.0,0.6373261444214764,0.7897886463556925
13,Georgia,233,"Polk County, Georgia",0.442711186570718,0.8571428571428572,0.4866335115674993,0.5954958517603581
13,Georgia,235,"Pulaski County, Georgia",0.4233176994522751,1.0,0.964605079569047,0.795974259673774
13,Georgia,237,"Putnam County, Georgia",0.5955876702116245,0.8,0.7727619213244314,0.7227831971786853
13,Georgia,239,"Quitman County, Georgia",0.533644030944775,1.0,0.6402906619075754,0.7246448976174501
13,Georgia,241,"Rabun County, Georgia",0.4714497942106003,1.0,0.749987835236013,0.7404792098155377
13,Georgia,243,"Randolph County, Georgia",0.426778631891929,0.5,0.9106313219790518,0.6124699846236602
13,Georgia,245,"Richmond County, Georgia",0.4379399010029043,0.4680851063829787,0.7329858476824656,0.5463369516894494
13,Georgia,247,"Rockdale County, Georgia",0.6722748365873659,0.7333333333333334,0.4742353391110192,0.6266145030105728
13,Georgia,249,"Schley County, Georgia",0.5565514153461928,1.0,0.7702737947754337,0.7756084033738755
13,Georgia,251,"Screven County, Georgia",0.6672900368929211,0.8,0.7806061966081681,0.749298744500363
13,Georgia,253,"Seminole County, Georgia",0.5313144345232983,0.6666666666666667,0.7979330397333269,0.6653047136410972
13,Georgia,255,"Spalding County, Georgia",0.5163771991369259,0.5833333333333333,0.6841997678146448,0.5946367667616346
13,Georgia,257,"Stephens County, Georgia",0.5784381242423551,0.6,0.7608660664656856,0.6464347302360135
13,Georgia,259,"Stewart County, Georgia",0.4363883290364198,0.5,0.9447907403025828,0.6270596897796674
13,Georgia,261,"Sumter County, Georgia",0.4511162984100022,0.875,0.8297352154257773,0.7186171712785931
13,Georgia,263,"Talbot County, Georgia",0.6549805547736316,0.6666666666666667,0.1574507039933353,0.4930326418112112
13,Georgia,265,"Taliaferro County, Georgia",0.5386051031713279,0.0,0.8928551730544259,0.4771534254085845
13,Georgia,267,"Tattnall County, Georgia",0.5234950617079503,0.8,0.7657095662375919,0.6964015426485141
13,Georgia,269,"Taylor County, Georgia",0.2490759944695395,1.0,1.0,0.7496919981565131
13,Georgia,271,"Telfair County, Georgia",0.3142689778219331,0.3333333333333333,0.8826564860256896,0.5100862657269853
13,Georgia,273,"Terrell County, Georgia",0.3553347244496471,0.75,0.7784918460534899,0.6279421901677122
13,Georgia,275,"Thomas County, Georgia",0.5855334500292211,0.8181818181818181,0.5536210667018263,0.6524454449709551
13,Georgia,277,"Tift County, Georgia",0.5078955274340253,0.6666666666666667,0.454197559935021,0.5429199180119043
13,Georgia,279,"Toombs County, Georgia",0.5211292797091294,0.6666666666666667,0.4967672955072224,0.5615210806276728
13,Georgia,281,"Towns County, Georgia",0.6730749136890062,1.0,0.8265633358181155,0.8332127498357071
13,Georgia,283,"Treutlen County, Georgia",0.2097035327575619,1.0,0.3417320594901617,0.5171451974159078
13,Georgia,285,"Troup County, Georgia",0.4913507406345618,0.7857142857142857,0.7640288423533707,0.6803646229007394
13,Georgia,287,"Turner County, Georgia",0.3708964678864392,0.5,0.7776995874403072,0.5495320184422487
13,Georgia,289,"Twiggs County, Georgia",0.6752616115911754,1.0,0.8647971419119473,0.8466862511677076
13,Georgia,291,"Union County, Georgia",0.690222456801378,1.0,0.6742419326555473,0.7881547964856417
13,Georgia,293,"Upson County, Georgia",0.385047299795802,0.5714285714285714,0.670683495836641,0.5423864556870048
13,Georgia,295,"Walker County, Georgia",0.6040503012387921,0.6153846153846154,0.5780429095925672,0.5991592754053249
13,Georgia,297,"Walton County, Georgia",0.6216363504132356,0.8,0.6394577196433849,0.6870313566855402
13,Georgia,299,"Ware County, Georgia",0.4290429964429697,0.4444444444444444,0.7074567298331574,0.5269813902401905
13,Georgia,301,"Warren County, Georgia",0.3610619701055316,1.0,1.0,0.7870206567018438
13,Georgia,303,"Washington County, Georgia",0.5445833852636015,0.6,0.8258475497215952,0.6568103116617322
13,Georgia,305,"Wayne County, Georgia",0.5013976187692966,0.6666666666666667,0.6523307288183543,0.6067983380847726
13,Georgia,307,"Webster County, Georgia",0.533098654110697,1.0,0.487550907071455,0.673549853727384
13,Georgia,309,"Wheeler County, Georgia",0.5125710385361331,1.0,0.8814070600156945,0.7979926995172757
13,Georgia,311,"White County, Georgia",0.6339627247029518,1.0,0.7446013083783265,0.7928546776937593
13,Georgia,313,"Whitfield County, Georgia",0.4544058952346209,0.8333333333333334,0.5813683055037837,0.6230358446905793
13,Georgia,315,"Wilcox County, Georgia",0.4822684805644527,0.75,0.6085016756824775,0.61359005208231
13,Georgia,317,"Wilkes County, Georgia",0.4758902749739562,0.75,0.3392362279715571,0.521708834315171
13,Georgia,319,"Wilkinson County, Georgia",0.4826480280520575,0.6666666666666667,0.8020996214329867,0.650471438717237
13,Georgia,321,"Worth County, Georgia",0.5467517706358902,1.0,0.7627936035957248,0.7698484580772049
