County Name,State,county,Poverty Rate,No_HS_Education,Housing_Cost_Burden,norm_Poverty Rate,norm_No_HS_Education,norm_Housing_Cost_Burden,SEV,Resilience_Socio
"Cook County, Georgia",13,75,0.205231150735077,0.1766034327009936,0.1870069605568445,0.538909114367268,0.5493886078017292,0.4906030185385127,0.5263002469025032,0.4736997530974968
"Coweta County, Georgia",13,77,0.085395705,0.075793724,0.1661134697028174,0.13166482316327444,0.17267844924466974,0.4280466657240791,0.24412997937734113,0.7558700206226588
"Crawford County, Georgia",13,79,0.1355705818515735,0.1707543880041845,0.1227887617065556,0.30217724571343857,0.5275316400202066,0.29832991623824184,0.376012933990629,0.6239870660093709
"Crisp County, Georgia",13,81,0.2623680656295333,0.1541085946573751,0.2715617715617716,0.7330810662888753,0.4653289064562834,0.743765145745344,0.647391706163501,0.35260829383649905
"Dade County, Georgia",13,83,0.098396794,0.1541431008169494,0.1159250585480093,0.17584723715779466,0.4654578505928347,0.2777795812368121,0.30636155632914713,0.6936384436708529
"Dawson County, Georgia",13,85,0.096630079,0.085913766,0.1476709613478691,0.1698432990615068,0.21049546781905754,0.37282870011480823,0.25105582233179086,0.7489441776682091
"Decatur County, Georgia",13,87,0.2103168913105821,0.1427086581436441,0.1751918158567774,0.5561923046889169,0.42272912170374916,0.45522777341672777,0.47804973326979794,0.5219502667302021
"DeKalb County, Georgia",13,89,0.135030144069342,0.074865518,0.2399925556103994,0.30034064219254636,0.16920988819098456,0.6492450377879683,0.3729318560571664,0.6270681439428336
"Dodge County, Georgia",13,91,0.2085764615215237,0.1294101433296582,0.2024832855778414,0.5502776932691679,0.3730346459562891,0.5369400550370224,0.48675079808749305,0.513249201912507
"Dooly County, Georgia",13,93,0.2255926074728806,0.17941210914627,0.1378986866791745,0.608104726451852,0.5598841936204898,0.3435699292255681,0.50385294976597,0.49614705023403005
"Dougherty County, Georgia",13,95,0.263028101,0.138076062639821,0.3045044076542679,0.7353241057749512,0.4054178348320441,0.8423973551945606,0.6610464319338519,0.33895356806614807
"Douglas County, Georgia",13,97,0.1216878947182725,0.08877947,0.2075087310826542,0.25499884163667974,0.22120415671547689,0.5519865374197489,0.3427298452573018,0.6572701547426982
"Early County, Georgia",13,99,0.25,0.1798520204894707,0.2057188244638602,0.6910498952111728,0.5615280736989425,0.5466274506719935,0.5997351398607029,0.4002648601392971
"Echols County, Georgia",13,101,0.2544026009211595,0.1815686274509804,0.076115486,0.706011529313618,0.5679427661822678,0.15858735610297042,0.4775138838662854,0.5224861161337147
"Effingham County, Georgia",13,103,0.075968869,0.08217495,0.1610586011342155,0.0996290167157955,0.19652409555417777,0.4129120889404632,0.2363550670701455,0.7636449329298545
"Elbert County, Georgia",13,105,0.2347283597608526,0.1600290170475154,0.2099519860323003,0.6391513249128397,0.4874526015453114,0.5593017878828478,0.5619685714469996,0.43803142855300037
"Emanuel County, Georgia",13,107,0.2493229907743149,0.17772165359564,0.1157125456760048,0.6887491724111574,0.5535672248808984,0.2771433050735036,0.5064865674551865,0.4935134325448135
"Evans County, Georgia",13,109,0.2365403304178814,0.2120696982575435,0.1591220850480109,0.6453090581392462,0.6819205106649996,0.40711404473780705,0.578114537847351,0.421885462152649
"Fannin County, Georgia",13,111,0.116347039276134,0.1093526648968756,0.126663977410246,0.23684867850577204,0.2980829773319966,0.30993254226592476,0.2816213993678978,0.7183786006321022
"Fayette County, Georgia",13,113,0.054131835,0.038297344,0.2560914967677772,0.025418858120587504,0.032560325334482,0.6974462239858994,0.2518084691469896,0.7481915308530104
"Floyd County, Georgia",13,115,0.1867771411531662,0.1481775081177493,0.2138369483919222,0.47619569926743854,0.44316536110386984,0.5709335959773989,0.49676488544956915,0.5032351145504308
"Forsyth County, Georgia",13,117,0.052818325,0.051160877,0.2081001243781094,0.020955074924738106,0.08062934188532742,0.5537572040786167,0.21844720696289407,0.7815527930371059
"Franklin County, Georgia",13,119,0.1904300743936259,0.1550937658388241,0.1410149750415973,0.4886096907972507,0.469010337508428,0.3529002817087033,0.43684010333812734,0.5631598966618727
"Fulton County, Georgia",13,121,0.1286438939203502,0.054613824,0.2331253435688729,0.2786378488376726,0.09353246628297088,0.6286841969824473,0.3336181707010302,0.6663818292989698
"Gilmer County, Georgia",13,123,0.1514363707266346,0.1372941893893196,0.1573492462311558,0.35609494848646034,0.40249609644034284,0.40180606000298535,0.3867990349765962,0.6132009650234038
"Glascock County, Georgia",13,125,0.1560408594575554,0.1709314227226202,0.091525424,0.37174267056133004,0.528193191151654,0.2047256259168318,0.36822049587660527,0.6317795041233947
"Glynn County, Georgia",13,127,0.1677420911075464,0.087724314,0.1809926272253192,0.4115076980144677,0.21726120331163953,0.47259574725679737,0.3671215495276348,0.6328784504723652
"Gordon County, Georgia",13,129,0.160639519,0.2111392929240644,0.15141065830721,0.38737058294037297,0.6784437310451236,0.38402557497129036,0.48327996298559567,0.5167200370144043
"Grady County, Georgia",13,131,0.1748995052566481,0.1937116215601546,0.2405437352245862,0.43583118622886635,0.6133192412774623,0.6508953022961869,0.5666819099341719,0.4333180900658281
"Greene County, Georgia",13,133,0.1478260869565217,0.1086196854979615,0.2464129756706176,0.3438258953195429,0.2953439476379125,0.6684681568593542,0.43587933327226985,0.5641206667277301
"Gwinnett County, Georgia",13,135,0.1051474477300292,0.097171468,0.2497975161987041,0.19878840599632827,0.25256374437748713,0.6786016722622588,0.3766512742120247,0.6233487257879753
"Habersham County, Georgia",13,137,0.1292504443777557,0.1765867236301259,0.1892697466467958,0.2806991271980973,0.5493261686099388,0.49737793451476303,0.44246774344093304,0.557532256559067
"Hall County, Georgia",13,139,0.1398800284406701,0.1724504329346867,0.2317055142167249,0.31682230762223246,0.5338694954006288,0.6244331435558179,0.49170831552622635,0.5082916844737737
"Hancock County, Georgia",13,141,0.2909404930130319,0.2971067704508738,0.2857142857142857,0.8301805335324347,0.999690786583492,0.7861386138613863,0.8720033113257709,0.1279966886742291
"Haralson County, Georgia",13,143,0.1139188635432318,0.1505208078634652,0.1707530647985989,0.22859685702508434,0.45192190677918387,0.4419378890603595,0.3741522176215426,0.6258477823784574
"Harris County, Georgia",13,145,0.060695781,0.054181047,0.126518942101501,0.04772552640119653,0.09191524613234625,0.3094982979355833,0.1497130234897087,0.8502869765102913
"Hart County, Georgia",13,147,0.1485441948015539,0.1407096568575374,0.2051666042680644,0.3462662861284917,0.4152591656732383,0.5449740706006206,0.4354998408007836,0.5645001591992165
"Heard County, Georgia",13,149,0.2038267339888387,0.1573778854737916,0.1233411397345823,0.5341363970892662,0.4775457363399439,0.2999837688686901,0.4372219674326334,0.5627780325673666
"Henry County, Georgia",13,151,0.086036875,0.059466098,0.2165632916921464,0.13384375128082415,0.11166465743257473,0.5790964297792582,0.2748682794975524,0.7251317205024477
"Houston County, Georgia",13,153,0.103272087,0.060056566,0.1860107990290781,0.1924152503196603,0.11387114425580941,0.4876204517464676,0.2646356154406458,0.7353643845593543
"Irwin County, Georgia",13,155,0.2088323353293413,0.1844819853490805,0.1371951219512195,0.5511472452357263,0.5788295302635129,0.3414634146341464,0.4904800633777952,0.5095199366222047
"Jackson County, Georgia",13,157,0.097454376,0.1088936833273402,0.1795612009237875,0.1726445591181406,0.29636783479203266,0.4683099718747856,0.3124407885949863,0.6875592114050137
"Jasper County, Georgia",13,159,0.1615201900237529,0.1038457716386763,0.230188679245283,0.3903634223682415,0.27750457611266427,0.6198916495423127,0.4292532160077395,0.5707467839922604
"Jeff Davis County, Georgia",13,161,0.2122512946306895,0.1813546977421704,0.091754495,0.5627661084926875,0.5671433442261454,0.20541147809901006,0.44510697693928103,0.554893023060719
"Jefferson County, Georgia",13,163,0.1819736842105263,0.1748232229251954,0.1959493670886076,0.4598718110727981,0.5427362415212662,0.5173771149266827,0.5066617225069158,0.49333827749308423
"Jenkins County, Georgia",13,165,0.2792566549472627,0.141321783766442,0.3571428571428571,0.7904746157845639,0.41754658846100223,1.0,0.7360070680818555,0.26399293191814455
"Johnson County, Georgia",13,167,0.1954798248727961,0.2330212513003418,0.1396713615023474,0.5057705737232676,0.7602131966619328,0.34887742295356305,0.5382870644462545,0.4617129355537455
"Jones County, Georgia",13,169,0.1418839390805007,0.072191964,0.3248704663212435,0.3236323224984493,0.15921923387575257,0.9033745447083569,0.46207536702751956,0.5379246329724805
"Lamar County, Georgia",13,171,0.1246651915686502,0.092464627,0.2064732142857142,0.2651167757595804,0.23497501366632106,0.5488861386138613,0.34965930934658757,0.6503406906534124
"Lanier County, Georgia",13,173,0.3409114610491188,0.1298993842919357,0.225,1.0,0.3748628631275024,0.6043564356435644,0.6597397662570222,0.34026023374297776
"Laurens County, Georgia",13,175,0.2497512437810945,0.1108619226572917,0.2442959582790091,0.6902045313922347,0.30372283819020196,0.6621296810254689,0.5520190168693019,0.4479809831306981
"Lee County, Georgia",13,177,0.098952829,0.078877068,0.1451555237754737,0.17773684567946876,0.1842004248767103,0.36529733059112135,0.24241153371576682,0.7575884662842332
"Liberty County, Georgia",13,179,0.1679572806762817,0.072815664,0.2055861193398222,0.412238990186467,0.16154990349993453,0.546230123647151,0.3733396724445175,0.6266603275554825
"Lincoln County, Georgia",13,181,0.1847654190827622,0.1501057082452431,0.1553030303030303,0.46935913831808246,0.4503707442471977,0.39567956795679576,0.438469816840692,0.561530183159308
"Long County, Georgia",13,183,0.1841925253404639,0.1730879267594888,0.109235352532274,0.4674122376779058,0.5362517103967325,0.2577502040174225,0.4204713840306869,0.5795286159693132
"Lowndes County, Georgia",13,185,0.2291511870643597,0.1006277536211017,0.2153132013874719,0.6201980700743116,0.2654793446814772,0.5753535851442725,0.48701033330002047,0.5129896666999796
"Lumpkin County, Georgia",13,187,0.1209387420352028,0.09084396,0.2527514231499051,0.25245294921270733,0.22891883385581266,0.6874458451537755,0.3896058760740985,0.6103941239259014
"McDuffie County, Georgia",13,189,0.1688130550002324,0.1286465805834528,0.1903604698258404,0.415147221602056,0.3701813310633311,0.5006436245082588,0.42865739239121536,0.5713426076087846
"McIntosh County, Georgia",13,191,0.1973142345568487,0.1355533131516986,0.1984036488027366,0.5120045628988181,0.3959907134573648,0.5247253801776987,0.47757355217796055,0.5224264478220395
"Macon County, Georgia",13,193,0.2732128982128982,0.2515801354401806,0.1702395964691046,0.7699357392243109,0.8295648521428286,0.44040053437878457,0.6799670419153081,0.3200329580846919
"Madison County, Georgia",13,195,0.2212672733400741,0.1504734158776402,0.262350937,0.593405672909469,0.45174481031968095,0.7161873598891091,0.5871126143727531,0.4128873856272469
"Marion County, Georgia",13,197,0.1352799357085454,0.1979835013748854,0.1272727272727272,0.3011895247450506,0.6292825898783108,0.31175517551755166,0.41407576338030433,0.5859242366196957
"Meriwether County, Georgia",13,199,0.2192195121951219,0.180354818823207,0.1359026369168357,0.5864466381187549,0.5634069526528122,0.3375936376599122,0.49581574281049307,0.504184257189507
"Miller County, Georgia",13,201,0.2271638727334929,0.1010664081434803,0.1413551401869159,0.6134444554729809,0.2671185282165387,0.3539187563616176,0.41149391335037905,0.588506086649621
"Mitchell County, Georgia",13,205,0.265433666988466,0.1681468716861081,0.2052736982643524,0.7434990911468335,0.5177877582227087,0.5452947163875265,0.6021938552523562,0.39780614474764375
"Monroe County, Georgia",13,207,0.1445199564450118,0.097189212,0.2024886877828054,0.3325904651967705,0.2526300509380314,0.5369562295596075,0.3740589152314698,0.6259410847685303
"Montgomery County, Georgia",13,209,0.1702262903635901,0.1812977099236641,0.1318373071528751,0.4199499077382379,0.5669303896365332,0.32542179884187566,0.4374340320722156,0.5625659679277843
"Morgan County, Georgia",13,211,0.065265658,0.090300763,0.1374088614694335,0.0632556252658406,0.22688899138692256,0.3421033634490763,0.21074932670061317,0.7892506732993868
"Murray County, Georgia",13,213,0.1514380896676245,0.2410650665666604,0.1339588219963513,0.35610079007114975,0.7902716797527455,0.3317737403138282,0.49271540337924113,0.5072845966207589
"Muscogee County, Georgia",13,215,0.1953888829940428,0.096457121,0.2301353591843805,0.5054615202480919,0.2498943410521296,0.6197320061124424,0.45836262247088794,0.5416373775291121
"Newton County, Georgia",13,217,0.1357557290906437,0.090264499,0.2955454291825537,0.30280644315732513,0.2267534784748633,0.8155736414337056,0.44837785435529803,0.5516221456447019
"Oconee County, Georgia",13,219,0.046652098,0.029584022,0.127566622979467,0.0,0.0,0.3126351167226815,0.10421170557422717,0.8957882944257728
"Oglethorpe County, Georgia",13,221,0.1059548254620123,0.1199308091485681,0.2572687224669603,0.20153216824612402,0.33761185257271287,0.7009709076634536,0.41337164282743016,0.5866283571725699
"Paulding County, Georgia",13,223,0.06310317,0.079382905,0.169192567856837,0.055906707027208256,0.18609065885247963,0.43726566851393595,0.2264210114645413,0.7735789885354587
"Peach County, Georgia",13,225,0.1915657072304961,0.1295914386043141,0.1889674681753889,0.49246898290304053,0.37371211812183064,0.49647289481423384,0.454217998613035,0.545782001386965
"Pickens County, Georgia",13,227,0.1259438885137209,0.100029090304617,0.1770583533173461,0.2694622515732328,0.26324223323872764,0.4608162974570839,0.33117359408968144,0.6688264059103186
"Pierce County, Georgia",13,229,0.1792317173377157,0.1284466388150398,0.0519703026841804,0.45055361353305534,0.3694341798588331,0.08629524288808088,0.3020943454266564,0.6979056545733435
"Pike County, Georgia",13,231,0.085274678,0.094033115,0.1673640167364016,0.1312535295386777,0.2408362086919647,0.4317908778325531,0.2679602053543985,0.7320397946456014
"Polk County, Georgia",13,233,0.1806828624614152,0.1555406502629999,0.2722083481983589,0.45548513077914304,0.47068027490292325,0.7457010346057796,0.5572888134292819,0.44271118657071806
"Pulaski County, Georgia",13,235,0.1749941629698809,0.1889413351314902,0.2564102564102564,0.43615286745678705,0.5954934248946893,0.6984006092916984,0.5766823005477248,0.42331769945227515
"Putnam County, Georgia",13,237,0.1774802135100313,0.1147147905098435,0.1736178467507274,0.4446013685151388,0.3181204044398888,0.4505152164100988,0.4044123297883755,0.5955876702116245
"Quitman County, Georgia",13,239,0.1885282347710093,0.2749572162007986,0.0231481481481481,0.4821465502435918,0.916921356922083,0.0,0.466355969055225,0.533644030944775
"Rabun County, Georgia",13,241,0.1689978107516419,0.1208808493904836,0.2999340804218853,0.415775088628937,0.3411620047830431,0.8287135239562191,0.5285502057893997,0.4714497942106003
"Randolph County, Georgia",13,243,0.30688,0.1809479336913378,0.1132238547968885,0.8843487571763752,0.5656233304094309,0.26969201673840687,0.573221368108071,0.426778631891929
"Richmond County, Georgia",13,245,0.2207843337764597,0.1154534032961348,0.2815048597922019,0.5917644691815395,0.32088048522398616,0.7735353425857612,0.5620600989970956,0.43793990100290436
"Rockdale County, Georgia",13,247,0.1185737256094911,0.089458883,0.1951610033801814,0.24441576595639433,0.22374301713134084,0.515016707150167,0.3277251634126341,0.6722748365873659
"Schley County, Georgia",13,249,0.1730852444829078,0.1058707124010554,0.2287581699346405,0.4296656703555874,0.285071463920336,0.6156086196854981,0.4434485846538072,0.5565514153461928
"Screven County, Georgia",13,251,0.1730134272507154,0.1425137706559839,0.072147651,0.429421609363107,0.4220008575581297,0.14670742240000012,0.33270996310707895,0.6672900368929211
"Seminole County, Georgia",13,253,0.2482238010657193,0.1333234684817993,0.1344969199178644,0.6850137272677785,0.387658131705275,0.33338483745705155,0.4686855654767017,0.5313144345232983
"Spalding County, Georgia",13,255,0.1735352949260203,0.1418811254447427,0.2235571765715511,0.43119510492803076,0.4196367610746858,0.6000365365865057,0.4836228008630741,0.5163771991369259
"Stephens County, Georgia",13,257,0.1346780206412118,0.1368119455617389,0.211804258498319,0.29914399912066075,0.4006940264701784,0.5648476016820958,0.421561875757645,0.5784381242423551
"Stewart County, Georgia",13,259,0.2637655417406749,0.2334883720930232,0.086956522,0.7378301967724764,0.7619587542093536,0.19104606190891102,0.5636116709635802,0.4363883290364198
"Sumter County, Georgia",13,261,0.241538906566387,0.1467249373767521,0.2057155817645724,0.6622960321363022,0.4377373307960012,0.5466177418376902,0.5488837015899978,0.4511162984100022
"Talbot County, Georgia",13,263,0.167786391,0.1496474869229019,0.081510934,0.41165824511004545,0.44865844263242594,0.17474164793663377,0.3450194452263684,0.6549805547736316
"Taliaferro County, Georgia",13,265,0.2134688691232528,0.166023166023166,0.1258278145695364,0.5669038680526443,0.5098518013855716,0.30742902104780023,0.4613948968286721,0.5386051031713279
"Tattnall County, Georgia",13,267,0.2008811496905486,0.2091094745962002,0.1014799154334038,0.5241262337158126,0.6708586165359671,0.23452996462436954,0.4765049382920497,0.5234950617079503
"Taylor County, Georgia",13,269,0.2874935132330046,0.2170114122681883,0.2682730923694779,0.8184664465300379,0.7003869251848076,0.7339186448765359,0.7509240055304605,0.24907599446953954
"Telfair County, Georgia",13,271,0.2616616616616616,0.2875261938899305,0.1442622950819672,0.7306804494977835,0.9638896662167447,0.3626229508196722,0.6857310221780669,0.3142689778219331
"Terrell County, Georgia",13,273,0.3005464480874317,0.188028627195836,0.1831610044313146,0.8628250515347262,0.5920827776902975,0.4790879974260352,0.6446652755503529,0.3553347244496471
"Thomas County, Georgia",13,275,0.1722646197533055,0.1182207725761064,0.1852361302154974,0.42687689000515444,0.3312217126085046,0.4853010472986775,0.41446654997077886,0.5855334500292211
"Tift County, Georgia",13,277,0.221013382367964,0.1458151286045363,0.1732564059053113,0.5925428593375259,0.43433751731320874,0.44943304104718956,0.4921044725659747,0.5078955274340253
"Toombs County, Georgia",13,279,0.2010074809217698,0.1558702132538408,0.1701541850220264,0.5245555530411593,0.4719118003991672,0.4401448074322851,0.4788707202908706,0.5211292797091294
"Towns County, Georgia",13,281,0.1423945387712235,0.061301444,0.2024647887323943,0.32536752536653124,0.11852305918351887,0.5368846743829311,0.32692508631099376,0.6730749136890062
"Treutlen County, Georgia",13,283,0.3205892088712347,0.2392026578073089,0.2424623115577889,0.9309376192237192,0.7833121486909674,0.6566396338126276,0.7902964672424381,0.20970353275756193
"Troup County, Georgia",13,285,0.1911528426762577,0.1100198175047366,0.2684024121757442,0.4910659194628146,0.30057602257463795,0.7343058360588619,0.5086492593654381,0.49135074063456186
"Turner County, Georgia",13,287,0.2718253968253968,0.1829938570966699,0.2064516129032258,0.7652205064679967,0.573268627081245,0.5488214627914405,0.6291035321135607,0.37089646788643926
"Twiggs County, Georgia",13,289,0.157439879759519,0.1638297872340425,0.0552325581395348,0.37649704876519396,0.5016554869425139,0.09606262951876572,0.3247383884088246,0.6752616115911754
"Union County, Georgia",13,291,0.149392695416649,0.1070642490304999,0.1202241467142129,0.3491497988442909,0.2895315241537732,0.2906513065978019,0.309777543198622,0.690222456801378
"Upson County, Georgia",13,293,0.2241320946327152,0.16242734495814,0.2720750551876379,0.6031413743089276,0.49641477889038205,0.7453019474132844,0.614952700204198,0.385047299795802
"Walker County, Georgia",13,295,0.1379768628990847,0.1432753429240548,0.1743300852618757,0.3103546611152028,0.4248467343447455,0.45264770082367556,0.39594969876120795,0.6040503012387921
"Walton County, Georgia",13,297,0.11464029844419,0.1013995823072846,0.2354615194258846,0.23104855437630092,0.26836354810292784,0.6356788462810646,0.37836364958676444,0.6216363504132356
"Ware County, Georgia",13,299,0.2382782246053023,0.1670063590412522,0.2062207072858969,0.6512150526653433,0.5135258403497551,0.5481301176559924,0.5709570035570303,0.4290429964429697
"Warren County, Georgia",13,301,0.2740683229813664,0.2333945917563665,0.150855365474339,0.7728427827236385,0.7616083117177851,0.3823629952419814,0.6389380298944684,0.36106197010553165
"Washington County, Georgia",13,303,0.1818231922398589,0.1474945070522361,0.1788819875776397,0.45936038479528574,0.44061309264679827,0.4662763667671114,0.4554166147363985,0.5445833852636015
"Wayne County, Georgia",13,305,0.1883975745540938,0.1405943507257748,0.2233032747982914,0.48170251945537296,0.4148282846426451,0.5992763395940923,0.49860238123070344,0.5013976187692966
"Webster County, Georgia",13,307,0.2943412162162162,0.1710059171597633,0.033333333,0.8417374239162987,0.5284715652446793,0.03049504850693084,0.46690134588930293,0.533098654110697
"Wheeler County, Georgia",13,309,0.2303112313937753,0.2124197983501375,0.074889868,0.6241403212822093,0.6832287801074112,0.15491778300198034,0.48742896146386694,0.5125710385361331
"White County, Georgia",13,311,0.1195839917680349,0.1234154751039448,0.1900216919739696,0.24784901663727468,0.35063350575952945,0.4996293034943407,0.36603727529704827,0.6339627247029518
"Whitfield County, Georgia",13,313,0.1508966249913927,0.2521675216752168,0.1737002025658339,0.35426069679214195,0.8317598228910431,0.4507617946129524,0.5455941047653791,0.45440589523462094
"Wilcox County, Georgia",13,315,0.259877977919814,0.1646379525593009,0.1313291139240506,0.724618845464644,0.5046754747169195,0.3239002381250784,0.5177315194355473,0.4822684805644527
"Wilkes County, Georgia",13,317,0.2142857142857142,0.1545637198622273,0.2020423048869438,0.5696798040636423,0.46702963836288697,0.5356197326516022,0.5241097250260438,0.4758902749739562
"Wilkinson County, Georgia",13,319,0.2604000909297567,0.1165220186435229,0.1904090267983074,0.7263931747656135,0.32487373410981607,0.5007890069683978,0.5173519719479425,0.48264802805205753
"Worth County, Georgia",13,321,0.1850587604232701,0.1349747646978584,0.1886625332152347,0.47035601854465636,0.3938287681190887,0.495559901428584,0.45324822936410974,0.5467517706358902
