StateFIPS,CountyFIPS,County Name,Uninsured Population Under 65,Total Population Under 65,uninsured_rate,Normalized_Uninsured,Resilience_Health
13,293,"Upson County, Georgia",527,26971,0.019539505394683177,0.32931650416335895,0.670683495836641
13,295,"Walker County, Georgia",1660,66304,0.02503619691119691,0.42195709040743284,0.5780429095925672
13,297,"Walton County, Georgia",2023,94567,0.02139224042213457,0.36054228035661506,0.6394577196433849
13,299,"Ware County, Georgia",587,33818,0.01735762020225915,0.29254327016684256,0.7074567298331574
13,301,"Warren County, Georgia",0,5159,0.0,0.0,1.0
13,303,"Washington County, Georgia",188,18194,0.010333076838518192,0.17415245027840479,0.8258475497215952
13,305,"Wayne County, Georgia",581,28165,0.02062843955263625,0.3476692711816457,0.6523307288183543
13,307,"Webster County, Georgia",72,2368,0.030405405405405407,0.512449092928545,0.487550907071455
13,309,"Wheeler County, Georgia",52,7390,0.0070365358592692825,0.11859293998430558,0.8814070600156945
13,311,"White County, Georgia",420,27716,0.015153701832876317,0.25539869162167345,0.7446013083783265
13,313,"Whitfield County, Georgia",2540,102259,0.024838889486499965,0.4186316944962163,0.5813683055037837
13,315,"Wilcox County, Georgia",161,6931,0.02322897128841437,0.3914983243175226,0.6085016756824775
13,317,"Wilkes County, Georgia",375,9565,0.03920543648719289,0.6607637720284428,0.33923622797155717
13,319,"Wilkinson County, Georgia",104,8857,0.011742124872981822,0.19790037856701326,0.8020996214329867
13,321,"Worth County, Georgia",291,20676,0.014074289030760303,0.23720639640427524,0.7627936035957248
